Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
3080,0.9,Premium,D,SI2,61.0,61.0,3312,6.17,6.15,3.76
49309,0.3,Ideal,I,VVS1,62.1,54.0,540,4.29,4.31,2.67
34461,0.31,Ideal,E,VVS1,61.1,56.0,865,4.38,4.42,2.69
31808,0.31,Ideal,D,VS1,61.9,53.0,774,4.36,4.4,2.71
51877,0.71,Premium,I,VVS2,61.9,60.0,2428,5.69,5.75,3.54
32634,0.27,Ideal,I,VVS2,62.1,55.0,459,4.17,4.2,2.6
53556,0.8,Ideal,I,VS2,62.6,54.0,2694,5.93,5.96,3.72
11507,1.01,Ideal,F,SI2,60.4,59.0,5020,6.48,6.51,3.92
45793,0.54,Ideal,H,VS1,61.8,56.0,1709,5.21,5.25,3.23
11582,1.25,Premium,I,SI2,61.0,60.0,5040,6.98,6.93,4.24
50492,0.7,Premium,G,SI2,58.5,60.0,2268,5.85,5.81,3.41
29026,0.33,Ideal,H,VVS1,61.4,53.0,687,4.5,4.55,2.78
25632,2.12,Ideal,J,SI1,62.1,56.0,14503,8.17,8.25,5.1
43848,0.52,Premium,G,VS2,60.9,58.0,1447,5.19,5.22,3.17
10723,0.31,Good,D,SI2,63.6,54.0,593,4.34,4.31,2.75
40794,0.46,Good,F,VS1,59.9,61.9,1168,5.02,5.06,3.01
49590,0.56,Ideal,H,IF,61.3,56.0,2135,5.32,5.35,3.27
6831,0.9,Good,D,SI1,63.8,58.0,4120,6.13,6.09,3.9
12282,0.91,Ideal,F,VS2,62.8,57.0,5214,6.18,6.2,3.89
5335,0.9,Very Good,H,VS2,61.6,63.0,3810,6.14,6.1,3.77
42384,0.5,Very Good,D,SI2,60.8,55.0,1306,5.14,5.16,3.13
39830,0.39,Premium,E,VS1,58.8,59.0,1097,4.76,4.73,2.79
11929,1.01,Ideal,H,SI1,62.6,55.0,5126,6.41,6.44,4.02
40816,0.32,Ideal,E,IF,62.6,55.0,1170,4.41,4.38,2.75
40652,0.54,Ideal,H,SI1,62.2,56.0,1154,5.19,5.26,3.25
8535,0.91,Premium,D,SI1,60.2,60.0,4429,6.25,6.3,3.78
2215,0.83,Ideal,E,SI2,61.0,57.0,3143,6.06,6.13,3.72
25048,0.3,Very Good,F,SI1,63.5,59.0,641,4.22,4.19,2.67
34134,0.33,Ideal,F,VVS1,61.1,55.0,854,4.48,4.52,2.75
51923,0.71,Very Good,E,VS2,63.2,57.0,2437,5.66,5.63,3.56
28840,0.41,Ideal,D,SI2,62.3,57.0,683,4.75,4.78,2.97
50620,0.23,Very Good,E,VS2,62.4,60.0,400,3.9,3.92,2.44
44292,0.52,Premium,G,VS2,62.4,56.0,1577,5.19,5.16,3.23
52281,0.72,Ideal,I,VVS1,62.9,57.0,2493,5.68,5.77,3.6
21376,0.34,Very Good,D,SI1,60.2,60.0,626,4.5,4.54,2.72
19607,1.25,Ideal,G,SI1,60.7,56.0,8226,6.98,7.05,4.26
10706,0.91,Very Good,G,VVS2,63.4,58.0,4849,6.1,6.14,3.88
2250,1.03,Fair,J,SI2,64.6,62.0,3149,6.3,6.21,4.06
33385,0.34,Ideal,E,VS1,62.4,54.0,827,4.45,4.49,2.79
41830,0.46,Ideal,H,VS2,61.5,55.0,1252,4.98,5.01,3.07
44604,0.53,Premium,G,VS2,62.5,56.0,1607,5.19,5.18,3.24
46051,0.57,Very Good,E,VS2,60.7,58.0,1732,5.37,5.33,3.25
6837,1.01,Very Good,F,SI2,61.0,60.0,4121,6.44,6.48,3.94
8186,1.2,Ideal,I,SI1,62.2,57.0,4368,6.8,6.77,4.22
31761,0.44,Premium,G,SI1,61.0,60.0,772,4.88,4.93,2.99
702,1.12,Premium,H,I1,59.1,61.0,2854,6.78,6.75,4.0
10915,1.01,Very Good,G,SI1,63.0,57.0,4890,6.28,6.35,3.98
26643,2.0,Good,D,SI2,60.3,56.0,16425,8.08,8.11,4.88
15756,1.15,Ideal,I,SI1,61.8,55.0,6300,6.73,6.76,4.17
32097,0.33,Ideal,D,VS2,61.9,57.0,781,4.42,4.47,2.75
39433,0.41,Ideal,F,VS1,62.0,57.0,1076,4.76,4.73,2.94
11630,1.01,Good,G,VS2,60.2,65.0,5050,6.55,6.48,3.92
24697,0.3,Very Good,G,VVS2,59.7,63.0,638,4.34,4.37,2.6
13824,1.11,Ideal,H,VS2,64.0,58.0,5632,6.52,6.46,4.16
44488,0.58,Ideal,D,SI1,62.0,54.0,1597,5.36,5.39,3.33
49818,0.76,Ideal,J,VVS2,62.0,57.0,2167,5.86,5.81,3.62
11694,1.01,Very Good,I,VS2,62.9,56.0,5067,6.38,6.43,4.03
53731,0.78,Ideal,D,SI2,61.3,56.0,2722,5.95,5.99,3.66
16834,1.01,Very Good,F,VS2,63.6,59.0,6714,6.3,6.34,4.02
46723,0.52,Very Good,G,VVS2,62.0,57.0,1794,5.15,5.19,3.2
6535,0.8,Ideal,F,VS1,62.8,56.0,4070,5.91,5.96,3.73
14532,1.21,Very Good,I,VS1,61.2,58.0,5866,6.85,6.91,4.21
32947,0.34,Very Good,I,SI1,61.7,56.0,459,4.51,4.54,2.79
9505,1.09,Ideal,J,SI1,60.7,58.0,4611,6.64,6.68,4.04
4979,0.8,Very Good,H,VVS1,61.9,56.0,3737,5.93,5.96,3.69
101,0.75,Very Good,D,SI1,63.2,56.0,2760,5.8,5.75,3.65
39700,0.4,Ideal,H,VVS1,61.4,57.0,1088,4.81,4.74,2.93
46256,0.57,Very Good,D,SI1,61.1,56.0,1754,5.33,5.38,3.27
47329,0.23,Very Good,D,VVS2,61.4,58.0,530,3.92,3.96,2.42
42491,0.44,Ideal,F,VVS1,61.5,57.0,1319,4.9,4.86,3.0
6152,0.93,Ideal,E,SI2,62.1,55.0,3990,6.27,6.29,3.9
23839,1.56,Ideal,H,VS2,61.6,57.0,11922,7.51,7.45,4.61
5404,1.01,Very Good,I,SI2,63.1,54.0,3818,6.39,6.35,4.02
11200,0.95,Ideal,H,SI1,61.9,56.0,4958,6.31,6.35,3.92
7727,0.26,Ideal,D,VS1,62.0,55.0,580,4.12,4.1,2.55
44828,0.52,Ideal,F,SI1,62.0,54.0,1624,5.19,5.16,3.21
19133,1.06,Ideal,G,VVS2,61.0,57.0,7900,6.55,6.57,4.0
3441,0.9,Premium,H,SI1,62.8,62.0,3387,6.09,6.05,3.81
19639,1.27,Ideal,D,SI1,62.1,55.0,8256,6.92,6.96,4.31
26185,1.51,Ideal,G,VVS2,62.1,58.0,15529,7.34,7.31,4.54
11317,1.05,Very Good,I,VS2,63.2,59.0,4986,6.47,6.44,4.08
53078,0.9,Ideal,F,I1,61.8,57.0,2611,6.13,6.2,3.81
53131,0.7,Ideal,H,VVS1,61.7,54.0,2618,5.72,5.76,3.54
30495,0.31,Ideal,D,SI1,62.6,56.0,732,4.36,4.33,2.72
805,0.71,Ideal,D,SI1,60.8,56.0,2863,5.8,5.77,3.52
46665,0.56,Ideal,H,VVS1,62.3,55.0,1787,5.26,5.3,3.29
35538,0.38,Very Good,F,VS2,61.9,54.6,906,4.64,4.68,2.89
53088,0.71,Ideal,E,SI1,62.8,53.0,2612,5.67,5.7,3.57
41469,0.41,Ideal,D,VS1,61.3,54.0,1230,4.83,4.8,2.95
23104,1.5,Fair,E,SI1,58.2,66.0,11128,7.45,7.4,4.32
19993,1.01,Premium,F,VVS2,62.0,58.0,8532,6.36,6.45,3.97
4625,1.19,Ideal,H,I1,61.5,57.0,3665,6.79,6.83,4.19
52610,0.75,Very Good,G,SI1,60.9,58.0,2545,5.84,5.88,3.57
34718,0.37,Premium,D,SI1,62.2,58.0,874,4.62,4.58,2.86
41229,0.43,Premium,G,VVS1,62.2,58.0,1207,4.78,4.83,2.99
34351,0.42,Premium,D,SI2,62.0,59.0,862,4.83,4.78,2.98
31080,0.33,Very Good,G,VVS2,60.9,59.0,752,4.45,4.49,2.72
11680,1.0,Premium,F,SI1,62.1,59.0,5060,6.36,6.39,3.96
18635,1.01,Ideal,F,VS1,62.5,54.0,7602,6.46,6.43,4.03
41414,0.53,Very Good,D,SI2,59.3,61.0,1226,5.26,5.29,3.13
41240,0.57,Very Good,J,VS2,63.3,56.0,1207,5.28,5.24,3.33
44880,0.5,Premium,G,VS1,61.1,60.0,1629,5.1,5.05,3.1
1967,0.73,Ideal,G,SI1,61.2,57.0,3089,5.79,5.86,3.56
5622,0.96,Premium,I,VS2,60.6,60.0,3876,6.4,6.47,3.9
42284,0.36,Ideal,G,SI2,60.7,58.0,505,4.62,4.64,2.81
11728,0.34,Ideal,G,VS2,61.7,56.0,596,4.48,4.53,2.78
31641,0.25,Very Good,H,VVS1,60.1,62.0,450,4.08,4.11,2.46
45498,0.52,Very Good,F,VS2,60.0,61.5,1680,5.19,5.23,3.13
17429,1.2,Very Good,F,SI1,61.9,58.0,6985,6.75,6.82,4.2
37215,0.34,Ideal,G,IF,61.3,55.0,974,4.53,4.57,2.79
10869,1.01,Ideal,H,SI1,62.3,59.0,4876,6.36,6.41,3.98
39678,0.47,Premium,E,SI1,59.3,56.0,1087,5.07,5.05,3.02
43630,0.43,Premium,G,IF,61.1,58.0,1433,4.86,4.89,2.98
30518,0.31,Ideal,D,SI1,61.8,56.0,732,4.37,4.34,2.69
34335,0.3,Very Good,E,VVS1,60.5,57.0,862,4.37,4.39,2.65
28383,0.33,Very Good,I,VS1,63.1,56.0,668,4.4,4.38,2.77
3063,0.62,Ideal,G,IF,61.8,56.0,3310,5.45,5.48,3.38
27157,1.69,Good,E,VS1,63.8,56.0,17400,7.51,7.57,4.81
18044,0.35,Premium,E,SI1,61.2,58.0,614,4.53,4.59,2.79
26068,2.25,Good,J,SI1,62.4,61.0,15287,8.29,8.35,5.19
37684,0.38,Ideal,G,VVS1,61.9,56.0,993,4.67,4.7,2.9
35817,0.31,Ideal,F,IF,62.3,54.0,914,4.37,4.39,2.73
6674,1.23,Ideal,H,I1,61.8,56.0,4098,6.91,6.85,4.25
13388,0.35,Good,D,SI1,63.3,56.0,601,4.5,4.53,2.86
1323,0.79,Premium,G,VS2,62.3,58.0,2959,5.92,5.89,3.68
17948,1.51,Premium,J,SI1,60.6,57.0,7255,7.46,7.38,4.5
790,0.82,Premium,E,SI2,61.7,59.0,2861,6.01,5.98,3.7
38110,0.36,Premium,E,VS2,61.3,60.0,1013,4.59,4.54,2.8
47628,0.51,Ideal,D,VS2,61.2,55.0,1882,5.18,5.16,3.16
40788,0.4,Ideal,F,VVS1,61.9,55.0,1168,4.75,4.78,2.95
3188,0.73,Ideal,G,VS1,62.0,55.0,3342,5.74,5.79,3.58
33951,0.23,Very Good,F,VVS2,61.3,60.0,465,3.98,4.01,2.45
34598,0.27,Very Good,E,VS2,59.5,56.0,470,4.2,4.31,2.53
16462,1.43,Very Good,J,VS2,62.8,56.0,6579,7.13,7.19,4.5
36411,0.31,Ideal,E,VS1,61.6,56.0,942,4.38,4.35,2.69
45173,0.53,Very Good,G,VS1,59.6,58.0,1655,5.24,5.31,3.15
12229,1.0,Premium,F,SI1,62.6,60.0,5197,6.3,6.32,3.95
31930,0.3,Ideal,F,VS2,62.0,55.0,776,4.33,4.31,2.68
14172,1.01,Premium,E,SI1,61.0,59.0,5749,6.47,6.44,3.94
4295,0.82,Ideal,E,SI1,61.8,55.0,3588,5.97,6.01,3.7
3866,0.9,Very Good,G,SI2,60.3,63.0,3478,6.33,6.25,3.79
21560,1.23,Ideal,F,VS1,62.5,54.0,9660,6.82,6.85,4.27
2062,0.32,Very Good,H,VS1,62.9,54.0,561,4.37,4.41,2.76
42961,0.55,Ideal,D,SI2,61.6,56.0,1364,5.28,5.31,3.26
28253,0.33,Premium,F,VS2,62.1,59.0,666,4.39,4.44,2.74
1965,0.73,Ideal,G,SI1,60.6,57.0,3089,5.84,5.87,3.55
5403,1.01,Premium,I,SI2,62.6,55.0,3818,6.43,6.38,4.01
35769,0.4,Ideal,E,VS2,61.1,56.0,912,4.75,4.77,2.91
10159,1.23,Good,J,VS2,63.6,60.0,4727,6.77,6.73,4.29
4447,0.91,Very Good,I,VVS2,63.5,59.0,3618,6.1,6.06,3.86
16665,1.19,Ideal,H,VS2,62.1,59.0,6662,6.82,6.73,4.21
9157,0.9,Good,G,VS1,63.7,56.0,4540,6.07,6.15,3.89
20342,1.45,Premium,G,VS1,60.5,60.0,8740,7.27,7.16,4.37
23025,0.3,Very Good,G,VVS2,62.4,56.0,631,4.27,4.3,2.67
15876,1.62,Premium,H,SI2,63.0,58.0,6350,7.47,7.41,4.69
28737,0.31,Ideal,F,VS1,62.1,56.0,680,4.32,4.35,2.69
35587,0.42,Ideal,G,VS2,62.2,54.1,907,4.8,4.83,3.0
33762,0.4,Very Good,G,SI1,63.4,58.0,840,4.71,4.66,2.97
1691,0.52,Ideal,E,IF,61.1,57.0,3033,5.17,5.21,3.17
39929,0.31,Ideal,E,VVS1,61.3,56.0,1105,4.38,4.4,2.69
8863,0.71,Premium,D,VVS1,59.7,59.0,4482,5.81,5.88,3.49
31866,0.3,Premium,H,VVS2,61.0,61.0,776,4.32,4.3,2.63
12795,0.9,Ideal,G,VVS2,61.9,56.0,5335,6.15,6.22,3.83
10236,0.91,Very Good,D,SI1,62.3,60.0,4746,6.15,6.21,3.85
40925,0.3,Ideal,F,SI1,62.0,55.1,499,4.29,4.32,2.67
34607,0.27,Very Good,D,VS1,60.4,59.0,470,4.15,4.2,2.52
2642,1.03,Ideal,H,I1,61.5,57.0,3230,6.52,6.48,4.0
50567,0.7,Very Good,F,SI1,63.1,54.0,2278,5.64,5.67,3.57
11632,1.0,Very Good,E,SI1,63.3,57.0,5051,6.3,6.36,4.01
52729,0.7,Very Good,H,VVS2,62.6,57.0,2558,5.63,5.65,3.53
2064,0.32,Premium,G,VS2,62.1,60.0,561,4.34,4.39,2.71
16551,1.02,Very Good,E,VS2,59.2,58.0,6612,6.52,6.58,3.88
16385,1.04,Ideal,G,VS2,62.8,56.0,6542,6.48,6.42,4.05
34412,0.3,Ideal,G,IF,61.9,57.0,863,4.27,4.29,2.65
9072,1.03,Ideal,H,SI1,62.3,56.0,4520,6.45,6.48,4.03
23932,1.54,Ideal,H,VVS2,62.6,56.0,12061,7.35,7.42,4.62
28614,0.3,Ideal,E,SI1,62.9,56.0,675,4.31,4.24,2.69
50588,0.74,Very Good,E,SI2,63.0,58.0,2282,5.73,5.77,3.62
30458,0.3,Premium,E,VS2,61.7,60.0,731,4.31,4.28,2.65
31139,0.41,Very Good,E,SI1,62.9,57.0,755,4.72,4.76,2.98
40358,0.43,Premium,F,VS1,62.2,61.0,1129,4.83,4.75,2.98
25798,1.7,Good,G,VS1,63.9,58.0,14787,7.46,7.5,4.78
9974,0.72,Ideal,E,VVS1,61.6,56.0,4702,5.75,5.77,3.55
52309,0.31,Ideal,D,SI1,61.9,57.0,548,4.36,4.39,2.71
41547,0.5,Good,D,SI1,57.2,60.0,1235,5.25,5.2,2.99
9000,0.91,Good,E,SI1,63.5,57.0,4512,6.11,6.14,3.89
43922,0.38,Premium,J,SI1,61.3,59.0,513,4.62,4.68,2.85
12838,1.08,Ideal,G,SI1,61.8,56.0,5352,6.58,6.55,4.06
12406,1.03,Ideal,E,SI1,62.2,57.0,5234,6.42,6.48,4.01
39114,0.41,Ideal,G,VS2,62.4,54.0,1061,4.81,4.78,2.99
7506,1.05,Very Good,G,SI2,62.5,60.0,4241,6.45,6.5,4.05
23878,2.24,Premium,J,VS1,60.9,58.0,11970,8.46,8.41,5.14
17954,1.21,Premium,F,SI1,61.6,59.0,7257,6.82,6.79,4.19
24270,2.1,Premium,J,SI2,59.1,58.0,12494,8.46,8.4,4.98
16638,2.25,Fair,H,I1,67.7,58.0,6653,8.01,7.97,5.41
14806,1.22,Ideal,I,VS2,62.5,57.0,5960,6.83,6.9,4.29
29028,0.31,Ideal,H,VVS1,61.9,55.0,687,4.38,4.41,2.72
23116,1.23,Ideal,F,VVS2,61.8,56.0,11141,6.89,6.84,4.24
26844,2.07,Ideal,J,VVS2,62.7,54.0,16769,8.17,8.12,5.11
33262,0.34,Ideal,E,VVS2,62.3,55.0,826,4.49,4.53,2.81
8966,1.03,Very Good,F,SI2,61.4,57.0,4503,6.53,6.6,4.03
52983,0.72,Very Good,H,VS1,60.1,57.0,2594,5.79,5.85,3.5
12256,1.16,Ideal,G,SI2,61.5,54.0,5206,6.75,6.78,4.16
40663,0.5,Ideal,H,SI1,62.2,53.0,1154,5.06,5.14,3.17
157,0.71,Ideal,F,SI1,60.7,56.0,2770,5.77,5.8,3.51
47782,0.76,Ideal,J,SI1,62.9,54.0,1896,5.82,5.85,3.67
10444,1.0,Premium,H,SI1,59.4,58.0,4788,6.51,6.46,3.85
13936,1.25,Ideal,H,SI2,62.7,56.0,5670,6.92,6.87,4.32
14384,0.3,Very Good,G,VS1,62.8,59.0,605,4.23,4.27,2.67
38215,0.43,Premium,F,SI1,62.6,58.0,1016,4.81,4.77,3.0
24381,0.32,Fair,F,SI1,64.4,54.0,638,4.36,4.33,2.8
53244,0.63,Ideal,F,VS1,62.3,56.0,2644,5.46,5.49,3.41
51823,0.71,Very Good,E,SI1,62.0,55.0,2420,5.72,5.76,3.56
34617,0.27,Ideal,E,VS1,61.6,57.0,470,4.12,4.16,2.55
43359,0.58,Very Good,G,SI1,59.3,58.0,1408,5.41,5.52,3.24
28580,0.3,Ideal,H,VS1,62.9,56.0,675,4.27,4.22,2.67
27637,1.5,Very Good,F,IF,63.2,58.0,18552,7.2,7.32,4.59
39434,0.41,Ideal,D,VS2,61.5,57.0,1076,4.79,4.77,2.94
7930,1.01,Fair,F,SI2,65.3,59.0,4317,6.28,6.24,4.09
50231,0.7,Ideal,I,VS2,62.2,55.0,2232,5.66,5.69,3.53
2479,0.73,Ideal,F,VVS2,62.2,54.0,3193,5.8,5.75,3.59
6640,0.85,Ideal,E,SI1,63.0,56.0,4089,6.0,6.04,3.79
40034,0.4,Good,E,SI1,60.6,65.0,1110,4.74,4.71,2.86
6065,1.01,Very Good,G,SI2,62.1,61.0,3966,6.27,6.38,3.93
43023,0.59,Ideal,F,SI2,60.1,57.0,1371,5.45,5.49,3.29
29082,0.36,Ideal,H,VVS2,61.4,55.0,689,4.57,4.6,2.82
1394,0.32,Ideal,E,SI1,61.0,56.0,559,4.41,4.45,2.7
18612,1.36,Premium,I,VS1,62.0,59.0,7592,7.1,7.06,4.39
2960,0.7,Fair,D,VVS2,58.5,62.0,3296,5.72,5.81,3.37
10155,0.97,Premium,F,SI1,59.9,59.0,4726,6.39,6.36,3.82
46337,0.58,Ideal,G,VS2,61.9,56.0,1758,5.38,5.34,3.32
31540,0.3,Ideal,E,VVS2,61.5,58.0,766,4.29,4.3,2.64
32608,0.31,Ideal,H,VVS2,61.5,56.0,802,4.37,4.35,2.68
50564,0.79,Ideal,I,SI2,62.1,56.0,2277,5.92,5.97,3.69
28488,0.42,Very Good,D,SI2,62.0,59.0,672,4.78,4.83,2.98
21829,1.52,Good,H,SI1,63.6,57.0,9898,7.25,7.3,4.63
36187,0.43,Very Good,D,VS2,59.1,58.0,931,4.92,4.96,2.92
53498,0.73,Premium,F,VS2,62.3,60.0,2683,5.77,5.73,3.58
46881,0.53,Ideal,E,VS2,62.1,56.0,1813,5.2,5.17,3.22
8888,1.02,Very Good,H,SI1,63.5,55.0,4487,6.31,6.35,4.02
51888,0.72,Premium,D,SI2,60.5,60.0,2429,5.82,5.72,3.49
33,0.23,Very Good,E,VS1,60.7,59.0,402,3.97,4.01,2.42
4962,0.9,Good,H,VS1,64.0,59.0,3734,6.01,6.05,3.86
42858,0.54,Premium,G,SI1,60.8,59.0,1356,5.27,5.23,3.19
24698,0.3,Very Good,G,VVS2,62.9,58.0,638,4.26,4.29,2.69
14047,0.26,Ideal,G,IF,62.5,57.0,605,4.06,4.1,2.55
11997,1.13,Very Good,E,SI2,63.4,59.0,5147,6.53,6.59,4.16
29498,0.32,Premium,E,VS2,61.0,59.0,702,4.44,4.45,2.71
8281,0.9,Very Good,E,SI1,63.2,54.0,4382,6.1,6.17,3.88
21621,1.01,Premium,E,VVS2,61.8,59.0,9711,6.42,6.39,3.96
10267,1.01,Fair,D,SI1,64.6,60.0,4751,6.12,6.08,3.94
15787,1.12,Ideal,I,VVS2,61.6,54.0,6317,6.72,6.74,4.14
4903,0.96,Very Good,G,SI2,62.6,59.0,3723,6.18,6.29,3.9
51890,0.78,Good,D,SI2,57.5,63.0,2430,6.13,6.05,3.5
14054,0.31,Premium,E,SI1,62.7,58.0,605,4.35,4.32,2.72
32997,0.38,Premium,H,SI1,61.2,62.0,812,4.66,4.62,2.84
3356,0.8,Very Good,G,VS1,63.5,57.0,3381,5.87,5.91,3.74
25887,1.19,Ideal,F,VVS1,61.5,55.0,15005,6.82,6.84,4.2
18421,1.09,Ideal,G,VS1,62.1,55.1,7487,6.57,6.63,4.1
10768,1.11,Ideal,J,VS1,61.7,57.0,4854,6.67,6.72,4.13
1626,0.9,Good,G,SI2,63.7,62.0,3014,6.07,6.01,3.85
41846,0.41,Very Good,F,IF,63.3,56.0,1255,4.69,4.75,2.99
51228,0.7,Fair,D,SI1,64.9,64.0,2352,5.57,5.5,3.59
36569,0.4,Ideal,E,SI1,61.1,56.0,945,4.79,4.77,2.92
26880,1.71,Premium,G,VS1,62.7,58.0,16813,7.66,7.62,4.79
41357,0.38,Ideal,F,IF,62.2,54.0,1218,4.65,4.68,2.9
32974,0.37,Ideal,E,VS2,62.0,57.0,811,4.6,4.63,2.86
50900,0.56,Ideal,F,VS2,62.7,55.0,2318,5.32,5.27,3.32
12035,0.34,Ideal,G,VS2,62.1,57.0,596,4.46,4.5,2.78
14731,1.15,Ideal,I,VS1,61.3,56.0,5930,6.74,6.76,4.14
4662,0.91,Premium,H,SI1,62.2,60.0,3669,6.22,6.16,3.85
52379,0.7,Very Good,G,VS2,60.6,60.0,2507,5.67,5.78,3.47
37143,0.32,Ideal,E,VS1,61.5,56.0,972,4.4,4.38,2.7
46023,0.57,Ideal,E,VS2,61.6,56.0,1728,5.34,5.38,3.3
12457,1.08,Ideal,D,SI2,60.2,57.0,5247,6.63,6.67,4.0
34108,0.39,Ideal,H,VVS2,62.1,54.3,853,4.63,4.69,2.9
51456,0.71,Ideal,H,SI2,62.6,56.0,2376,5.65,5.75,3.57
12549,0.95,Good,E,VS2,57.7,58.0,5272,6.47,6.52,3.75
32280,0.3,Ideal,G,VVS1,62.3,54.0,789,4.31,4.33,2.69
5946,1.02,Very Good,E,SI2,63.6,59.0,3947,6.23,6.28,3.98
50208,0.58,Ideal,F,VS1,60.3,57.0,2227,5.47,5.44,3.29
36883,0.31,Ideal,E,IF,62.2,53.0,958,4.35,4.4,2.72
12945,1.01,Fair,D,SI1,65.0,57.0,5385,6.3,6.22,4.07
39486,0.41,Ideal,E,VS1,62.1,55.0,1079,4.75,4.78,2.96
44729,0.56,Ideal,I,VVS1,61.5,55.0,1616,5.33,5.37,3.29
5430,1.08,Ideal,G,SI2,62.7,54.0,3825,6.63,6.57,4.14
21766,1.08,Ideal,G,IF,62.3,56.0,9831,6.55,6.59,4.09
27534,2.03,Premium,D,SI2,62.4,59.0,18286,8.04,7.98,5.0
46362,0.57,Ideal,F,VS2,62.1,55.0,1760,5.35,5.31,3.31
50012,0.73,Very Good,H,SI1,62.8,55.0,2196,5.71,5.75,3.6
33874,0.3,Ideal,E,VS2,62.3,56.0,844,4.34,4.3,2.69
6843,1.04,Premium,D,SI2,60.9,57.0,4123,6.54,6.49,3.97
38416,0.35,Very Good,E,IF,57.9,56.0,1025,4.71,4.75,2.74
18724,1.75,Premium,I,SI1,60.8,58.0,7644,7.83,7.79,4.75
30940,0.24,Very Good,H,VVS1,61.3,56.0,449,4.01,4.04,2.46
21341,1.01,Ideal,E,VVS2,62.0,56.0,9483,6.43,6.35,4.01
36828,0.36,Ideal,D,VVS2,61.9,53.0,957,4.57,4.6,2.84
9677,1.52,Fair,H,I1,69.7,55.0,4648,6.92,6.89,4.81
44689,0.55,Ideal,D,SI1,61.3,56.0,1611,5.28,5.33,3.25
6816,1.01,Fair,D,SI1,66.3,55.0,4118,6.22,6.17,4.11
14904,1.01,Very Good,G,VS2,59.2,59.0,5999,6.52,6.59,3.88
3016,0.53,Very Good,D,VVS1,61.2,55.0,3307,5.21,5.26,3.21
32804,0.34,Ideal,E,VS1,62.4,55.0,805,4.44,4.47,2.78
10156,1.01,Very Good,D,SI2,61.9,58.0,4727,6.43,6.49,4.0
21279,1.16,Ideal,F,VS2,61.4,56.0,9432,6.83,6.78,4.18
50412,0.71,Ideal,E,SI1,61.6,53.0,2258,5.79,5.73,3.55
35868,0.46,Very Good,I,VS2,62.3,57.0,918,4.87,4.92,3.05
2242,1.06,Ideal,I,SI2,62.8,55.0,3146,6.51,6.46,4.07
42294,0.32,Very Good,I,VS1,62.6,58.0,505,4.38,4.4,2.75
52893,0.73,Very Good,G,SI1,60.6,59.0,2585,5.83,5.85,3.54
15327,1.22,Premium,H,SI1,62.4,58.0,6153,6.82,6.77,4.24
37401,0.46,Ideal,H,VS1,62.3,53.0,983,4.96,4.99,3.1
31937,0.3,Ideal,F,VS2,61.8,57.0,776,4.33,4.31,2.67
51708,0.71,Ideal,G,SI1,61.2,58.0,2400,5.77,5.79,3.54
23615,1.51,Good,G,VS2,64.2,54.0,11640,7.18,7.27,4.64
22235,1.07,Ideal,E,VVS2,61.7,57.0,10288,6.61,6.55,4.06
44806,0.5,Very Good,E,VS2,61.3,59.0,1624,5.05,5.1,3.11
35077,0.3,Very Good,F,IF,62.0,55.0,886,4.33,4.35,2.69
49957,0.3,Very Good,H,SI1,63.4,57.0,540,4.31,4.27,2.72
36094,0.5,Good,F,SI2,57.7,62.0,926,5.22,5.18,3.0
14152,1.01,Premium,G,VS2,63.0,58.0,5741,6.42,6.37,4.03
41694,0.63,Good,F,SI2,64.2,56.0,1240,5.4,5.34,3.45
4597,0.7,Ideal,H,VS2,60.8,56.0,3656,5.74,5.77,3.5
1039,0.91,Premium,J,SI1,62.8,59.0,2905,6.19,6.14,3.87
4207,0.8,Ideal,D,SI1,62.7,57.0,3564,5.88,5.92,3.7
52071,0.96,Premium,I,SI2,59.1,62.0,2454,6.48,6.38,3.79
39563,0.36,Premium,F,VS1,61.8,58.0,1080,4.56,4.53,2.81
39579,0.41,Ideal,E,VVS2,62.5,57.0,1082,4.76,4.71,2.96
856,0.82,Ideal,H,VS2,59.5,57.0,2870,6.12,6.09,3.63
18079,1.25,Very Good,H,VS2,62.1,56.0,7305,6.91,6.96,4.31
3563,0.9,Ideal,J,VS1,62.1,57.0,3418,6.16,6.18,3.83
28628,0.28,Very Good,E,VS1,62.8,60.0,434,4.16,4.21,2.63
31993,0.3,Premium,F,VS2,62.8,58.0,776,4.29,4.24,2.68
5000,1.05,Very Good,I,SI2,62.3,59.0,3742,6.42,6.46,4.01
39458,0.39,Ideal,G,VS1,62.0,55.0,1077,4.71,4.66,2.9
10150,1.0,Very Good,G,SI2,62.6,58.0,4725,6.34,6.38,3.98
32309,0.33,Ideal,J,VS1,61.9,54.3,456,4.45,4.47,2.76
33236,0.42,Ideal,H,VVS2,62.0,57.0,823,4.79,4.82,2.98
6796,0.91,Fair,H,VVS1,56.5,67.0,4115,6.38,6.4,3.61
37796,0.5,Premium,G,SI2,62.5,57.0,1000,5.04,5.01,3.14
33863,0.3,Ideal,E,VS2,61.4,55.0,844,4.34,4.32,2.66
27448,2.02,Ideal,G,VS2,61.7,53.0,18077,8.14,8.04,4.99
49855,0.63,Premium,E,VS1,60.4,58.0,2171,5.59,5.64,3.39
33532,0.35,Ideal,D,VS2,61.9,55.0,829,4.5,4.54,2.8
36253,0.41,Good,E,VS1,63.5,54.0,935,4.71,4.74,3.0
